0.00, 0
1.00, 0
2.003, 0
3.006, 0
4.007, 0
5.008, 0
6.01, 0
7.013, 0
8.013, 0
9.017, 0
10.022, 1
11.023, 1
12.026, 1
13.027, 1
14.029, 1
15.03, 1
16.037, 1
17.038, 1
18.039, 1
19.041, 1
21.05, 1
22.053, 1
23.058, 1
24.064, 1
25.066, 1
26.067, 1
27.068, 3
28.071, 3
29.074, 3
30.082, 3
31.083, 3
32.083, 3
33.085, 3
34.086, 3
35.088, 4
36.095, 4
37.097, 4
38.097, 4
39.1, 4
40.101, 4
41.107, 4
42.109, 4
43.112, 4
44.113, 4
45.114, 4
46.12, 4
47.122, 4
49.125, 4
50.126, 4
51.129, 4
52.136, 4
54.141, 5
55.142, 5
56.147, 5
57.147, 5
58.148, 5
59.153, 6
60.155, 6
61.161, 6
62.162, 6
63.164, 7
64.166, 7
65.17, 8
66.174, 8
67.177, 8
68.18, 9
69.184, 9
70.184, 9
71.188, 9
72.189, 9
73.189, 9
74.189, 9
75.19, 10
76.191, 10
77.192, 10
78.195, 10
79.196, 10
80.197, 10
81.197, 10
82.198, 11
83.203, 11
84.204, 12
85.205, 12
86.208, 12
87.21, 12
88.211, 12
89.216, 12
90.217, 12
91.22, 12
92.221, 12
93.222, 12
94.224, 12
95.224, 12
96.226, 12
97.231, 13
98.232, 13
99.233, 13
100.233, 13
101.235, 13
102.236, 13
103.236, 13
104.239, 13
105.241, 14
106.241, 14
107.242, 14
108.245, 14
109.246, 14
110.246, 14
112.25, 15
113.251, 15
114.255, 15
115.259, 15
116.26, 16
117.269, 16
118.274, 16
119.275, 16
120.276, 16
121.278, 16
122.279, 16
123.281, 16
124.286, 16
125.29, 16
126.293, 16
127.297, 16
128.3, 16
129.301, 16
130.303, 16
131.305, 16
132.309, 16
133.311, 16
134.317, 16
135.318, 16
136.323, 16
137.324, 16
138.329, 16
139.33, 16
140.333, 16
141.336, 16
142.337, 16
143.341, 16
144.343, 16
145.344, 16
146.344, 17
147.345, 17
148.345, 17
149.346, 17
150.347, 17
151.35, 17
152.35, 17
153.357, 17
154.359, 17
155.36, 17
156.362, 17
157.366, 17
158.369, 17
159.37, 17
160.372, 17
161.375, 17
162.377, 17
163.38, 17
164.385, 17
165.386, 17
166.387, 17
167.389, 18
168.39, 18
169.391, 18
170.393, 18
171.397, 18
172.399, 18
174.407, 18
175.411, 18
176.414, 18
178.419, 18
179.421, 18
180.427, 19
181.427, 19
182.43, 19
183.431, 19
184.434, 19
185.438, 19
186.44, 19
187.441, 19
188.441, 19
189.442, 19
190.444, 19
191.447, 19
192.449, 19
193.454, 19
194.456, 19
195.457, 19
196.461, 19
197.466, 19
198.466, 20
199.469, 21
200.471, 21
201.474, 21
202.475, 21
203.483, 21
204.486, 21
205.488, 21
206.489, 21
207.494, 21
208.497, 22
209.501, 22
210.501, 22
211.505, 22
212.509, 22
213.51, 22
214.511, 23
215.512, 23
216.514, 23
217.518, 23
218.522, 23
219.525, 23
220.528, 23
221.533, 23
222.538, 23
223.539, 23
224.542, 23
225.543, 23
226.544, 23
227.544, 23
228.546, 23
229.546, 23
230.554, 23
231.558, 23
232.56, 23
233.567, 23
234.567, 23
235.57, 23
236.571, 23
237.574, 23
239.58, 23
240.583, 23
241.585, 23
242.589, 23
243.593, 23
244.596, 23
245.596, 23
248.602, 23
249.606, 23
250.608, 23
251.61, 23
252.613, 23
253.621, 23
254.623, 23
255.625, 23
256.626, 23
258.627, 23
259.634, 23
260.635, 24
261.638, 24
262.64, 24
263.641, 24
264.642, 24
265.648, 24
266.65, 24
267.653, 24
268.656, 24
269.658, 24
270.659, 24
271.664, 24
272.665, 24
274.674, 24
275.676, 24
276.676, 24
277.678, 24
278.68, 24
280.689, 24
